0;0;54827;53134;2608;1.9747293396;0.0490834494;0.0515376219;2
1;2;113893;111367;95047;1.9840301919;0.8534574874;0.9700000000;2
3;3;60522;57933;54508;1.4914121618;0.9408799820;0.9700000000;2
4;5;121917;121330;115932;0.9952379793;0.9555097668;0.9700000000;2
