gr 2 66  1068.000   315.000   0.29494   0.78052 245.86380
gr 2 67  1207.000   256.000   0.21210   0.61203 156.67968
gr 2 68  1298.000   197.000   0.15177   0.50801 100.07797
gr 2 69  1188.000   158.000   0.13300   0.46457  73.40206
gr 2 70  1062.000   115.000   0.10829   0.42916  49.35340
gr 2 71  1001.000   105.000   0.10490   0.41747  43.83435
gr 2 72  1032.000    97.000   0.09399   0.35406  34.34382
gr 2 73  1135.000    81.000   0.07137   0.37053  30.01293
gr 2 74  1211.000    78.000   0.06441   0.34100  26.59800
fa 1 23    14.000    12.000   0.85714   0.53263   6.39156
fa 1 24    50.000    46.000   0.92000   0.71200  32.75200
fa 1 25   100.000    94.000   0.94000   0.78878  74.14532
fa 1 26   146.000   133.000   0.91096   0.87783 116.75139
fa 1 27   229.000   225.000   0.98253   0.88148 198.33300
fa 1 28   262.000   248.000   0.94656   0.93589 232.10072
fa 1 29   295.000   286.000   0.96949   0.94497 270.26142
fa 1 30   298.000   292.000   0.97987   0.94902 277.11384
fa 1 31   314.000   300.000   0.95541   0.98022 294.06600
fa 1 32   299.000   294.000   0.98328   0.98272 288.91968
fa 1 33   278.000   265.000   0.95324   0.96719 256.30535
fa 1 34   205.000   194.000   0.94634   0.97437 189.02778
fa 1 35   221.000   210.000   0.95023   0.96501 202.65210
fa 1 36   218.000   213.000   0.97706   0.96856 206.30328
fa 1 37   169.000   160.000   0.94675   0.96439 154.30240
fa 1 38   201.000   198.000   0.98507   0.98598 195.22404
fa 1 39   149.000   141.000   0.94631   0.95971 135.31911
fa 1 40   126.000   114.000   0.90476   0.98548 112.34472
fa 1 41   127.000   120.000   0.94488   0.96747 116.09640
fa 1 42   137.000   133.000   0.97080   0.95916 127.56828
fa 1 43   117.000   107.000   0.91453   0.96959 103.74613
fa 1 44   109.000   104.000   0.95413   0.98417 102.35368
fa 1 45   132.000   126.000   0.95455   0.95057 119.77182
fa 1 46   152.000   146.000   0.96053   0.97019 141.64774
fa 1 47   176.000   171.000   0.97159   0.99173 169.58583
fa 1 48   200.000   193.000   0.96500   0.98509 190.12237
fa 1 49   184.000   175.000   0.95109   0.96750 169.31250
fa 1 50   219.000   210.000   0.95890   0.97754 205.28340
fa 1 51   223.000   211.000   0.94619   0.97610 205.95710
fa 1 52   208.000   199.000   0.95673   0.96271 191.57929
fa 1 53   199.000   187.000   0.93970   0.97707 182.71209
fa 1 54   199.000   189.000   0.94975   0.99254 187.59006
fa 1 55   168.000   161.000   0.95833   0.97421 156.84781
fa 1 56   168.000   158.000   0.94048   0.96758 152.87764
fa 1 57   140.000   128.000   0.91429   0.98031 125.47968
fa 1 58   134.000   127.000   0.94776   0.94150 119.57050
fa 1 59   112.000   102.000   0.91071   0.94083  95.96466
fa 1 60    86.000    77.000   0.89535   0.95706  73.69362
fa 1 61   113.000   103.000   0.91150   0.98667 101.62701
fa 1 62    78.000    66.000   0.84615   0.89371  58.98486
fa 1 63    88.000    68.000   0.77273   0.91869  62.47092
fa 1 64    71.000    46.000   0.64789   0.91333  42.01318
fa 1 65    67.000    44.000   0.65672   0.87319  38.42036
fa 1 66    83.000    48.000   0.57831   0.86280  41.41440
fa 1 67    87.000    36.000   0.41379   0.73797  26.56692
fa 1 68    67.000    31.000   0.46269   0.73521  22.79151
fa 1 69    81.000    30.000   0.37037   0.75160  22.54800
fa 1 70    90.000    24.000   0.26667   0.74265  17.82360
fa 1 71    85.000    28.000   0.32941   0.60404  16.91312
fa 1 72    92.000    28.000   0.30435   0.55301  15.48428
fa 1 73    91.000    26.000   0.28571   0.58196  15.13096
fa 1 74    87.000    12.000   0.13793   0.48083   5.76996
fa 2 21     0.000     0.000   0.00000   0.00000   0.00000
fa 2 22     0.000     0.000   0.00000   0.00000   0.00000
fa 2 23    13.000    12.000   0.92308   0.75024   9.00288
fa 2 24    44.000    41.000   0.93182   0.62611  25.67051
fa 2 25   136.000   130.000   0.95588   0.83789 108.92570
fa 2 26   216.000   201.000   0.93056   0.91901 184.72101
fa 2 27   326.000   311.000   0.95399   0.91681 285.12791
fa 2 28   348.000   332.000   0.95402   0.94033 312.18956
fa 2 29   393.000   373.000   0.94911   0.93691 349.46743
fa 2 30   384.000   364.000   0.94792   0.93377 339.89228
fa 2 31   378.000   359.000   0.94974   0.94302 338.54418
fa 2 32   344.000   325.000   0.94477   0.94759 307.96675
fa 2 33   317.000   295.000   0.93060   0.91763 270.70085
fa 2 34   322.000   299.000   0.92857   0.94552 282.71048
fa 2 35   335.000   308.000   0.91940   0.91467 281.71836
fa 2 36   302.000   277.000   0.91722   0.91882 254.51314
fa 2 37   302.000   285.000   0.94371   0.92232 262.86120
fa 2 38   250.000   234.000   0.93600   0.91378 213.82452
fa 2 39   241.000   224.000   0.92946   0.92055 206.20320
fa 2 40   276.000   258.000   0.93478   0.92635 238.99830
fa 2 41   248.000   235.000   0.94758   0.91395 214.77825
fa 2 42   247.000   228.000   0.92308   0.91654 208.97112
fa 2 43   220.000   203.000   0.92273   0.92926 188.63978
fa 2 44   211.000   196.000   0.92891   0.91592 179.52032
fa 2 45   225.000   205.000   0.91111   0.91754 188.09570
fa 2 46   259.000   236.000   0.91120   0.94539 223.11204
fa 2 47   307.000   282.000   0.91857   0.92603 261.14046
