Kjønn,Alder,Antall,Årsverk,År,Utdanning
2,42,108.82378854625551,87.6204,2025,yr
2,43,91.25844346549192,71.27484,2025,yr
2,44,88.25844346549192,69.04125,2025,yr
2,45,99.8237885462555,79.6661,2025,yr
2,46,92.56240822320116,71.2881,2025,yr
2,47,90.69309838472833,69.65704,2025,yr
2,48,81.69309838472833,63.189679999999996,2025,yr
2,49,79.12775330396475,59.5348,2025,yr
2,50,84.56240822320117,62.392720000000004,2025,yr
2,51,93.82378854625551,74.68580999999999,2025,yr
2,52,109.82378854625551,87.04682,2025,yr
2,53,102.65051395007343,80.67671999999999,2025,yr
2,54,115.34654919236418,94.87536,2025,yr
2,55,123.6079295154185,104.32779000000001,2025,yr
2,56,117.30396475770925,97.54264,2025,yr
2,57,112.0,94.21482,2025,yr
2,58,96.0,77.78904,2025,yr
2,59,111.0,91.976,2025,yr
2,60,108.0,86.86272,2025,yr
2,61,96.0,77.87979,2025,yr
2,62,99.0,80.18736,2025,yr
2,63,93.0,74.02508999999999,2025,yr
2,64,87.0,70.30408,2025,yr
2,65,77.0,59.31552,2025,yr
2,66,79.0,60.08828,2025,yr
2,67,74.0,47.91655,2025,yr
2,68,74.0,41.382239999999996,2025,yr
2,69,66.0,30.929340000000003,2025,yr
2,70,82.0,35.83146,2025,yr
2,71,71.0,21.609180000000002,2025,yr
2,72,66.0,13.208200000000001,2025,yr
2,73,71.0,10.64016,2025,yr
2,74,73.0,7.608440000000001,2025,yr
2,75,69.0,6.454890000000001,2025,yr
2,76,66.0,5.57612,2025,yr
2,77,69.0,3.8744,2025,yr
2,78,78.0,4.21828,2025,yr
2,79,80.0,3.60296,2025,yr
1,29,20.890000000000004,0.2403,2025,py
1,30,29.41045454545455,4.1545,2025,py
1,31,51.64318181818182,16.28395,2025,py
1,32,51.45136363636364,11.27504,2025,py
1,33,61.54727272727273,23.87502,2025,py
1,34,86.7390909090909,47.59524,2025,py
1,35,93.45136363636364,58.20114,2025,py
1,36,97.45136363636364,59.3898,2025,py
1,37,113.35545454545455,74.55942,2025,py
1,38,117.54727272727273,80.1878,2025,py
1,39,111.35545454545455,71.46975,2025,py
1,40,111.45136363636364,74.94968,2025,py
1,41,108.7390909090909,75.35324,2025,py
1,42,113.12272727272726,81.51845,2025,py
1,43,134.0268181818182,91.39774,2025,py
1,44,127.41045454545453,96.06267,2025,py
1,45,120.98590909090908,93.19275,2025,py
1,46,139.89000000000001,112.3228,2025,py
1,47,140.50636363636363,113.2856,2025,py
1,48,156.31454545454548,125.0431,2025,py
1,49,166.31454545454548,132.42113,2025,py
1,50,171.93090909090913,137.38621,2025,py
1,51,171.60227272727275,140.44464,2025,py
1,52,187.3695454545455,162.82559999999998,2025,py
1,53,181.0409090909091,156.78155,2025,py
1,54,183.42454545454547,164.24795999999998,2025,py
1,55,232.0,210.79344,2025,py
1,56,195.0,185.03712,2025,py
1,57,199.0,188.8493,2025,py
1,58,222.0,210.1883,2025,py
1,59,251.0,224.41628,2025,py
1,60,300.0,274.58574,2025,py
1,61,268.0,240.5825,2025,py
1,62,288.0,260.86275,2025,py
1,63,254.0,222.34914,2025,py
1,64,246.0,222.5572,2025,py
1,65,231.0,205.16585,2025,py
1,66,255.0,220.4583,2025,py
1,67,251.0,188.7488,2025,py
1,68,264.0,173.01353,2025,py
1,69,270.0,159.759,2025,py
1,70,253.0,120.7038,2025,py
1,71,259.0,116.1459,2025,py
1,72,243.0,81.69408,2025,py
1,73,231.0,53.28864,2025,py
1,74,283.0,50.720279999999995,2025,py
1,75,269.0,29.723,2025,py
1,76,264.0,39.976890000000004,2025,py
1,77,300.0,28.9245,2025,py
1,78,284.0,29.063339999999997,2025,py
1,79,268.0,18.45714,2025,py
2,29,44.396363636363645,0.1,2025,py
2,30,61.341363636363646,7.40968,2025,py
2,31,76.67,15.36834,2025,py
2,32,99.99863636363638,28.89612,2025,py
2,33,125.23136363636365,49.360479999999995,2025,py
2,34,127.61500000000001,53.0936,2025,py
2,35,160.8068181818182,76.31205,2025,py
2,36,179.32727272727274,90.672,2025,py
2,37,178.51909090909092,99.12060000000001,2025,py
2,38,201.615,116.44250000000001,2025,py
2,39,185.8068181818182,108.09128,2025,py
2,40,203.42318181818183,112.89179,2025,py
2,41,219.615,133.38628,2025,py
2,42,250.7109090909091,162.44008,2025,py
2,43,198.38227272727272,120.65064000000001,2025,py
2,44,235.67,151.81992,2025,py
2,45,281.05363636363643,193.82451,2025,py
2,46,270.5331818181818,195.35984,2025,py
2,47,303.0127272727273,228.40052,2025,py
2,48,311.4372727272728,235.32852,2025,py
2,49,285.82090909090914,211.29192,2025,py
2,50,303.3963636363637,227.46586000000002,2025,py
2,51,277.4513636363637,217.95489999999998,2025,py
2,52,334.41045454545457,280.37628,2025,py
2,53,302.84909090909093,262.37532,2025,py
2,54,308.42454545454547,273.52105,2025,py
2,55,331.0,298.10746,2025,py
2,56,288.0,257.25975,2025,py
2,57,338.0,292.98808,2025,py
2,58,322.0,285.06686,2025,py
2,59,314.0,272.98419,2025,py
2,60,302.0,260.2875,2025,py
2,61,264.0,225.1204,2025,py
2,62,310.0,268.69485,2025,py
2,63,273.0,225.9525,2025,py
2,64,253.0,206.74706,2025,py
2,65,242.0,190.85253,2025,py
2,66,217.0,167.22224,2025,py
2,67,218.0,166.74229,2025,py
2,68,230.0,131.07575,2025,py
2,69,223.0,123.7593,2025,py
2,70,221.0,93.32813,2025,py
2,71,185.0,60.440599999999996,2025,py
2,72,180.0,39.42006,2025,py
2,73,188.0,21.71016,2025,py
2,74,147.0,19.36736,2025,py
2,75,119.0,8.0108,2025,py
2,76,131.0,6.1520399999999995,2025,py
2,77,131.0,6.65137,2025,py
2,78,101.0,4.26792,2025,py
2,79,114.0,3.3006,2025,py
1,25,198.43576485872038,,2025,ba
1,26,244.34254628126016,,2025,ba
1,27,248.7851380318285,,2025,ba
2,25,881.8544624878207,,2025,ba
2,26,1012.1704871711595,,2025,ba
2,27,911.4717408249431,,2025,ba
1,27,385.4794642227705,,2025,gr
1,28,428.2338949594642,,2025,gr
2,27,999.9020091646105,,2025,gr
1,27,151.7442731277533,,2025,lu
2,27,215.83502202643174,,2025,lu
1,23,13.236363636363636,,2025,ph
1,24,27.355151515151512,,2025,ph
1,25,71.47636363636363,,2025,ph
1,26,134.12848484848485,,2025,ph
1,27,179.1321212121212,,2025,ph
1,28,201.19272727272724,,2025,ph
2,23,14.118787878787877,,2025,ph
2,24,34.41454545454545,,2025,ph
2,25,72.35878787878787,,2025,ph
2,26,130.59878787878785,,2025,ph
2,27,173.83757575757573,,2025,ph
2,28,197.66303030303027,,2025,ph
1,27,108.29318649045521,,2025,pe
2,27,154.03192364170337,,2025,pe
1,25,69.97944199706315,,2025,yr
1,26,79.54185022026432,,2025,yr
1,27,66.06754772393539,,2025,yr
2,25,99.5359765051395,,2025,yr
2,26,105.62114537444934,,2025,yr
2,27,82.58443465491924,,2025,yr
1,23,0.0,,2025,py
1,24,0.9040909090909092,,2025,py
1,25,1.8081818181818183,,2025,py
1,26,2.7122727272727274,,2025,py
1,27,7.232727272727274,,2025,py
1,28,13.561363636363637,,2025,py
2,23,0.9040909090909092,,2025,py
2,24,1.8081818181818183,,2025,py
2,25,4.5204545454545455,,2025,py
2,26,9.945,,2025,py
2,27,19.89,,2025,py
2,28,27.122727272727275,,2025,py
1,24,150.3076875608964,,2025,ba
2,24,727.104183176356,,2025,ba
1,26,315.14152978498413,,2025,gr
2,26,889.5679943602397,,2025,gr
1,26,119.6988986784141,,2025,lu
2,26,186.61718061674011,,2025,lu
1,22,0.0,,2025,ph
2,22,3.5296969696969693,,2025,ph
1,26,85.42381791483113,,2025,pe
2,26,133.18044052863436,,2025,pe
1,24,55.201174743024964,,2025,yr
2,24,86.06167400881057,,2025,yr
1,22,0.0,,2025,py
2,22,0.0,,2025,py
1,23,75.52405975966222,,2025,ba
2,23,458.3273822669698,,2025,ba
1,25,188.2574127599577,,2025,gr
2,25,653.0394501233698,,2025,gr
1,25,76.34339207048458,,2025,lu
2,25,125.35396475770926,,2025,lu
1,21,0.0,,2025,ph
2,21,0.0,,2025,ph
1,25,54.48290748898679,,2025,pe
2,25,89.45958883994126,,2025,pe
1,23,35.207048458149785,,2025,yr
2,23,57.80910425844347,,2025,yr
1,21,0.0,,2025,py
2,21,0.0,,2025,py
1,22,22.953390711269893,,2025,ba
2,22,196.95490094186425,,2025,ba
1,24,77.23381036305958,,2025,gr
2,24,301.3497779344378,,2025,gr
1,24,40.52797356828194,,2025,lu
2,24,62.2057268722467,,2025,lu
1,20,0.0,,2025,ph
2,20,0.0,,2025,ph
1,24,28.923024963289283,,2025,pe
2,24,44.393480176211455,,2025,pe
1,22,18.690161527165934,,2025,yr
2,22,28.687224669603527,,2025,yr
1,20,0.0,,2025,py
2,20,0.0,,2025,py
1,21,0.0,,2025,ba
2,21,0.0,,2025,ba
1,23,0.0,,2025,gr
2,23,1.3791751850546352,,2025,gr
1,23,0.0,,2025,lu
2,23,0.0,,2025,lu
1,19,0.0,,2025,ph
2,19,0.0,,2025,ph
1,23,0.0,,2025,pe
2,23,0.0,,2025,pe
1,21,0.0,,2025,yr
2,21,0.0,,2025,yr
1,19,0.0,,2025,py
2,19,0.0,,2025,py
1,29,247.41909061383564,8.58033,2026,ba
1,30,224.66539785644687,37.883160000000004,2026,ba
1,31,243.3076875608964,82.21514,2026,ba
1,32,238.76695355634948,114.77193000000001,2026,ba
1,33,248.7752906787918,140.83236,2026,ba
1,34,240.0431958428061,158.22899,2026,ba
1,35,261.11974017538165,175.9911,2026,ba
1,36,249.5323968821046,180.2418,2026,ba
1,37,244.16634946411173,182.96064,2026,ba
1,38,234.9833257551153,184.91116000000002,2026,ba
1,39,237.28116596297497,194.37005,2026,ba
1,40,228.05987008769077,177.23916,2026,ba
1,41,223.8385742124066,176.85916,2026,ba
1,42,209.8385742124066,171.42306,2026,ba
1,43,202.65555050341015,165.70071000000002,2026,ba
1,44,166.17468658655403,131.69673,2026,ba
1,45,168.47252679441374,133.58100000000002,2026,ba
1,46,140.28950308541732,115.05808,2026,ba
1,47,114.58734329327704,92.69376,2026,ba
1,48,96.36604741799286,78.52464,2026,ba
1,49,103.88518350113674,88.73501,2026,ba
1,50,129.18302370899642,116.25586,2026,ba
1,51,125.92345566742449,111.81936,2026,ba
1,52,130.6638876258525,115.18416,2026,ba
1,53,145.4425917505683,126.33509,2026,ba
1,54,143.22129587528414,133.5717,2026,ba
1,55,155.4808639168561,139.9255,2026,ba
1,56,154.4808639168561,137.31575,2026,ba
1,57,160.74043195842805,143.7006,2026,ba
1,58,124.0,113.51954,2026,ba
1,59,121.0,102.97012,2026,ba
1,60,91.0,76.24206,2026,ba
1,61,71.0,57.95496,2026,ba
1,62,48.0,36.9056,2026,ba
1,63,49.0,46.610369999999996,2026,ba
1,64,41.0,34.66937,2026,ba
1,65,60.0,47.5398,2026,ba
1,66,47.0,40.34016,2026,ba
1,67,52.0,40.81616,2026,ba
1,68,43.0,30.0864,2026,ba
1,69,67.0,39.972089999999994,2026,ba
1,70,51.0,23.691689999999998,2026,ba
1,71,67.0,25.0647,2026,ba
1,72,89.0,27.05804,2026,ba
1,73,81.0,21.00224,2026,ba
1,74,68.0,11.481200000000001,2026,ba
1,75,49.0,6.975960000000001,2026,ba
1,76,31.0,0.8786100000000001,2026,ba
1,77,28.0,2.3062199999999997,2026,ba
1,78,15.0,1.4,2026,ba
1,79,11.0,0.53001,2026,ba
1,80,8.0,0.0,2026,ba
2,29,935.0791718090288,128.1574,2026,ba
2,30,1014.8730399480351,381.123,2026,ba
2,31,1197.174293601819,641.93209,2026,ba
2,32,1216.3607307567393,743.6589,2026,ba
2,33,1201.270925625203,782.25364,2026,ba
2,34,1278.0962390386492,878.17912,2026,ba
2,35,1308.1811204936669,929.5619200000001,2026,ba
2,36,1417.3724813251056,1031.10646,2026,ba
2,37,1486.9382266969794,1126.1212,2026,ba
2,38,1581.7934751542707,1198.7121,2026,ba
2,39,1570.2826761935692,1189.77708,2026,ba
2,40,1512.107989607015,1157.91464,2026,ba
2,41,1441.261078272166,1121.92288,2026,ba
2,42,1456.8567586878855,1128.414,2026,ba
2,43,1443.7885514777524,1118.68008,2026,ba
2,44,1326.7968886001947,1029.09229,2026,ba
2,45,1281.2478174732055,1015.3781600000001,2026,ba
2,46,1245.843497888925,978.81104,2026,ba
2,47,1265.1796102630724,994.80324,2026,ba
2,48,1278.6305391360831,1024.20864,2026,ba
2,49,1398.9283793439429,1121.3333599999999,2026,ba
2,50,1641.9283793439429,1355.5811700000002,2026,ba
2,51,1748.2262195518024,1438.3754,2026,ba
2,52,1849.6006040922375,1546.35962,2026,ba
2,53,1836.8302370899642,1506.9135199999998,2026,ba
2,54,1800.0215979214029,1513.5581,2026,ba
2,55,1806.174686586554,1511.9325000000001,2026,ba
2,56,1793.808639168561,1513.99102,2026,ba
2,57,1570.4043195842805,1328.4705,2026,ba
2,58,1528.0,1298.58135,2026,ba
2,59,1286.0,1065.80387,2026,ba
2,60,1123.0,918.6051,2026,ba
2,61,1067.0,861.1262399999999,2026,ba
2,62,952.0,747.68148,2026,ba
2,63,969.0,774.2096399999999,2026,ba
2,64,930.0,752.62434,2026,ba
2,65,930.0,726.5205500000001,2026,ba
2,66,984.0,784.4094,2026,ba
2,67,996.0,755.04127,2026,ba
2,68,974.0,601.6893,2026,ba
2,69,1018.0,512.3146,2026,ba
2,70,997.0,443.85944,2026,ba
2,71,1134.0,347.8566,2026,ba
2,72,987.0,195.46423000000001,2026,ba
2,73,942.0,112.72921,2026,ba
2,74,925.0,69.42475,2026,ba
2,75,744.0,50.0118,2026,ba
2,76,537.0,23.79915,2026,ba
2,77,438.0,15.75816,2026,ba
2,78,353.0,11.714839999999999,2026,ba
2,79,257.0,8.67238,2026,ba
2,80,264.0,7.24201,2026,ba
1,30,446.3753401480437,43.59187,2026,gr
1,31,458.2810151568558,136.48977000000002,2026,gr
1,32,432.1886499823757,225.32203,2026,gr
1,33,462.9528798026084,310.728,2026,gr
1,34,407.9214381388791,294.57666,2026,gr
1,35,412.19844906591476,303.45480000000003,2026,gr
1,36,438.1650475854777,344.93552,2026,gr
1,37,467.82123369756795,386.62826,2026,gr
1,38,393.54618258724014,327.68669,2026,gr
1,39,363.33989425449425,300.2054,2026,gr
1,40,314.99608036658447,266.5014,2026,gr
1,41,320.1002044413113,274.1784,2026,gr
1,42,333.51474092351083,294.27281,2026,gr
1,43,366.6876277758196,329.58576,2026,gr
1,44,358.8605146281284,327.654,2026,gr
1,45,382.7229890729645,358.03051999999997,2026,gr
1,46,389.79175185054646,359.5031,2026,gr
1,47,399.4125766654918,368.37472,2026,gr
1,48,429.48133944307375,396.171,2026,gr
1,49,430.1709270356011,393.51333,2026,gr
1,50,451.1709270356011,412.66841,2026,gr
1,51,496.1021642580192,460.71807,2026,gr
1,52,523.1021642580192,495.725,2026,gr
1,53,580.7917518505466,542.5322,2026,gr
1,54,615.7229890729645,572.22109,2026,gr
1,55,622.2750511103279,579.1536,2026,gr
1,56,571.5854635178006,535.5567599999999,2026,gr
1,57,546.8958759252732,511.67484,2026,gr
1,58,527.4479379626366,485.06703,2026,gr
1,59,469.068762777582,423.1612,2026,gr
1,60,364.0,337.4884,2026,gr
1,61,277.0,250.37968,2026,gr
1,62,310.0,287.76232,2026,gr
1,63,248.0,215.6994,2026,gr
1,64,265.0,230.58398,2026,gr
1,65,256.0,211.5103,2026,gr
1,66,288.0,249.32635,2026,gr
1,67,310.0,271.2516,2026,gr
1,68,371.0,280.11361,2026,gr
1,69,421.0,279.96576,2026,gr
1,70,491.0,277.8993,2026,gr
1,71,491.0,220.95998999999998,2026,gr
1,72,549.0,186.23940000000002,2026,gr
1,73,639.0,158.49990000000003,2026,gr
1,74,687.0,127.82430000000001,2026,gr
1,75,763.0,114.45588000000001,2026,gr
1,76,712.0,83.69042,2026,gr
1,77,647.0,69.61381,2026,gr
1,78,550.0,48.87732999999999,2026,gr
1,79,632.0,54.18665,2026,gr
1,80,656.0,40.66326,2026,gr
2,29,1091.237983785689,0.0667,2026,gr
2,30,1111.1946986253085,247.77272,2026,gr
2,31,1216.0885301374692,632.01804,2026,gr
2,32,1219.07472682411,840.2044999999999,2026,gr
2,33,1243.0491646105042,966.88692,2026,gr
2,34,1307.8114346140292,1056.97872,2026,gr
2,35,1236.2966936905184,1022.3477700000001,2026,gr
2,36,1252.7131899894257,1070.41738,2026,gr
2,37,1203.16308776877,1008.3436800000001,2026,gr
2,38,1145.4400986958058,979.49924,2026,gr
2,39,1034.4066972153685,883.41492,2026,gr
2,40,913.648346845259,773.8062500000001,2026,gr
2,41,1041.6149453648222,909.33632,2026,gr
2,42,1020.8565949947126,884.7273600000001,2026,gr
2,43,1009.0294818470214,880.51922,2026,gr
2,44,1018.5815438843848,893.4205499999999,2026,gr
2,45,1122.8919562918577,971.22625,2026,gr
2,46,1076.0648431441664,938.63256,2026,gr
2,47,1089.4440183292209,931.8688999999999,2026,gr
2,48,1190.9960803665842,1040.7537,2026,gr
2,49,1170.6856679591117,1012.28778,2026,gr
2,50,1213.4106168487838,1074.24904,2026,gr
2,51,1194.9626788861472,1045.76533,2026,gr
2,52,1243.5835037010925,1081.6777,2026,gr
2,53,1358.4459781459286,1194.06612,2026,gr
2,54,1360.7563905534014,1190.17047,2026,gr
2,55,1354.8605146281282,1203.42429,2026,gr
2,56,1304.7917518505462,1129.212,2026,gr
2,57,1151.6542262953824,989.8431999999999,2026,gr
2,58,1162.5167007402185,1001.09141,2026,gr
2,59,1108.4479379626366,952.83633,2026,gr
2,60,1012.0,873.33432,2026,gr
2,61,953.0,782.3770499999999,2026,gr
2,62,895.0,731.45254,2026,gr
2,63,781.0,641.1186,2026,gr
2,64,733.0,599.3851500000001,2026,gr
2,65,769.0,627.94625,2026,gr
2,66,826.0,678.13526,2026,gr
2,67,899.0,744.69486,2026,gr
2,68,981.0,660.30318,2026,gr
2,69,1041.0,603.28707,2026,gr
2,70,955.0,465.2389,2026,gr
2,71,1007.0,350.00336,2026,gr
2,72,1068.0,245.8638,2026,gr
2,73,1207.0,156.67968,2026,gr
2,74,1298.0,100.07797,2026,gr
2,75,1188.0,73.40205999999999,2026,gr
2,76,1062.0,49.3534,2026,gr
2,77,1001.0,43.83435,2026,gr
2,78,1032.0,34.34382,2026,gr
2,79,1135.0,30.01293,2026,gr
2,80,1211.0,26.598000000000003,2026,gr
1,29,188.78964757709252,2.13052,2026,lu
1,30,166.8592511013216,10.68,2026,lu
1,31,154.58392070484584,24.452180000000002,2026,lu
1,32,132.88348017621146,38.62452,2026,lu
1,33,136.320704845815,66.111,2026,lu
1,34,133.1830396475771,77.67887,2026,lu
1,35,138.52797356828194,89.77215,2026,lu
1,36,137.6429515418502,92.05494,2026,lu
1,37,139.87290748898678,98.02199999999999,2026,lu
1,38,133.93039647577092,96.30656,2026,lu
1,39,123.16035242290748,85.11272,2026,lu
1,40,97.21784140969162,63.33405,2026,lu
1,41,102.27533039647575,67.5507,2026,lu
1,42,100.3328193832599,68.76776,2026,lu
1,43,83.33281938325992,51.11267,2026,lu
1,44,92.44779735682819,65.07468,2026,lu
1,45,74.50528634361234,45.10637,2026,lu
1,46,64.62026431718061,37.44824,2026,lu
1,47,62.735242290748886,38.698800000000006,2026,lu
1,48,64.85022026431717,42.20304,2026,lu
1,49,57.85022026431717,34.90524,2026,lu
1,50,54.85022026431717,34.445949999999996,2026,lu
1,51,62.85022026431717,39.92394,2026,lu
1,52,69.85022026431719,47.53931,2026,lu
1,53,77.85022026431719,56.52861,2026,lu
1,54,87.73524229074891,63.04576,2026,lu
1,55,77.96519823788547,56.115,2026,lu
1,56,87.1376651982379,68.42779999999999,2026,lu
1,57,84.36762114537446,68.327,2026,lu
1,58,75.59757709251102,63.53886,2026,lu
1,59,69.77004405286344,60.57834,2026,lu
1,60,66.0,62.53002,2026,lu
1,61,56.0,52.60734,2026,lu
1,62,56.0,51.28174,2026,lu
1,63,47.0,42.153330000000004,2026,lu
1,64,45.0,39.543,2026,lu
1,65,37.0,31.988220000000002,2026,lu
1,66,29.0,24.88356,2026,lu
1,67,38.0,33.54678,2026,lu
1,68,26.0,19.66162,2026,lu
1,69,29.0,21.12987,2026,lu
1,70,24.0,13.69995,2026,lu
1,71,22.0,13.097850000000001,2026,lu
1,72,28.0,13.8048,2026,lu
1,73,29.0,8.855640000000001,2026,lu
1,74,22.0,7.3521,2026,lu
1,75,27.0,7.516,2026,lu
1,76,30.0,5.9412,2026,lu
1,77,28.0,5.4363600000000005,2026,lu
1,78,31.0,4.9770900000000005,2026,lu
1,79,30.0,5.237640000000001,2026,lu
1,80,29.0,1.92332,2026,lu
2,29,245.28281938325995,3.00096,2026,lu
2,30,204.44471365638768,8.765540000000001,2026,lu
2,31,176.95154185022028,36.029270000000004,2026,lu
2,32,145.51585903083702,61.57367,2026,lu
2,33,159.8955947136564,95.34824,2026,lu
2,34,158.41299559471366,104.37663,2026,lu
2,35,166.81541850220265,116.17684,2026,lu
2,36,157.21784140969163,112.98617,2026,lu
2,37,155.21784140969163,113.16239999999999,2026,lu
2,38,145.16035242290747,102.33972,2026,lu
2,39,133.3328193832599,89.92774,2026,lu
2,40,133.39030837004404,94.552,2026,lu
2,41,134.6202643171806,94.21101,2026,lu
2,42,123.62026431718063,84.53144,2026,lu
2,43,120.79273127753305,87.6204,2026,lu
2,44,103.7352422907489,71.27484,2026,lu
2,45,101.67775330396475,69.04125,2026,lu
2,46,111.79273127753302,79.6661,2026,lu
2,47,103.73524229074889,71.2881,2026,lu
2,48,105.56277533039646,69.65704,2026,lu
2,49,96.56277533039646,63.189679999999996,2026,lu
2,50,93.56277533039646,59.5348,2026,lu
2,51,96.67775330396475,62.392720000000004,2026,lu
2,52,109.56277533039648,74.68580999999999,2026,lu
2,53,125.56277533039648,87.04682,2026,lu
2,54,116.79273127753304,80.67671999999999,2026,lu
2,55,127.96519823788546,94.87536,2026,lu
2,56,133.2526431718062,104.32779000000001,2026,lu
2,57,125.4251101321586,97.54264,2026,lu
2,58,117.65506607929515,94.21482,2026,lu
2,59,98.82753303964758,77.78904,2026,lu
2,60,111.0,91.976,2026,lu
2,61,108.0,86.86272,2026,lu
2,62,96.0,77.87979,2026,lu
2,63,99.0,80.18736,2026,lu
2,64,93.0,74.02508999999999,2026,lu
2,65,87.0,70.30408,2026,lu
2,66,77.0,59.31552,2026,lu
2,67,79.0,60.08828,2026,lu
2,68,74.0,47.91655,2026,lu
2,69,74.0,41.382239999999996,2026,lu
2,70,66.0,30.929340000000003,2026,lu
2,71,82.0,35.83146,2026,lu
2,72,71.0,21.609180000000002,2026,lu
2,73,66.0,13.208200000000001,2026,lu
2,74,71.0,10.64016,2026,lu
2,75,73.0,7.608440000000001,2026,lu
2,76,69.0,6.454890000000001,2026,lu
2,77,66.0,5.57612,2026,lu
2,78,69.0,3.8744,2026,lu
2,79,78.0,4.21828,2026,lu
2,80,80.0,3.60296,2026,lu
1,30,247.54909090909086,2.43411,2026,ph
1,31,240.48848484848483,15.18151,2026,ph
1,32,232.48484848484847,38.92575,2026,ph
1,33,288.54181818181814,114.18624,2026,ph
1,34,331.3636363636363,171.33606,2026,ph
1,35,349.1260606060606,218.91002,2026,ph
1,36,412.06666666666666,292.15563000000003,2026,ph
1,37,454.30060606060607,346.19844,2026,ph
1,38,406.9466666666667,314.87932,2026,ph
1,39,450.2981818181819,363.88829999999996,2026,ph
1,40,354.70909090909095,289.75152,2026,ph
1,41,386.179393939394,316.5624,2026,ph
1,42,403.0024242424243,336.9366,2026,ph
1,43,380.23757575757577,324.98932,2026,ph
1,44,370.35515151515153,319.22067,2026,ph
1,45,361.00242424242424,300.4782,2026,ph
1,46,388.649696969697,326.57922,2026,ph
1,47,397.7672727272727,340.6445,2026,ph
1,48,349.590303030303,293.98878,2026,ph
1,49,410.70787878787877,355.53562,2026,ph
1,50,392.590303030303,333.52977,2026,ph
1,51,369.53090909090906,315.82038,2026,ph
1,52,396.35393939393936,354.04544000000004,2026,ph
1,53,353.8242424242424,319.34783999999996,2026,ph
1,54,406.9418181818182,367.2837,2026,ph
1,55,384.29454545454547,351.80871,2026,ph
1,56,400.0,369.19295999999997,2026,ph
1,57,370.0,340.28847,2026,ph
1,58,399.0,369.04256000000004,2026,ph
1,59,384.0,349.37448,2026,ph
1,60,395.0,354.8694,2026,ph
1,61,353.0,313.65468,2026,ph
1,62,366.0,335.94528,2026,ph
1,63,351.0,324.26723999999996,2026,ph
1,64,312.0,273.52224,2026,ph
1,65,340.0,295.42208,2026,ph
1,66,310.0,267.46985,2026,ph
1,67,266.0,220.73315,2026,ph
1,68,317.0,260.88354,2026,ph
1,69,324.0,224.6602,2026,ph
1,70,340.0,236.0192,2026,ph
1,71,391.0,233.49929,2026,ph
1,72,421.0,213.08443,2026,ph
1,73,507.0,185.79457,2026,ph
1,74,611.0,165.24969,2026,ph
1,75,616.0,140.82138,2026,ph
1,76,674.0,100.64152999999999,2026,ph
1,77,592.0,63.910990000000005,2026,ph
1,78,591.0,71.94727999999999,2026,ph
1,79,529.0,40.63055,2026,ph
1,80,510.0,39.11922,2026,ph
2,30,250.1369696969697,6.580500000000001,2026,ph
2,31,276.7830303030303,34.77953,2026,ph
2,32,295.78060606060603,79.42386,2026,ph
2,33,349.1309090909091,156.5802,2026,ph
2,34,392.6593939393939,209.94496,2026,ph
2,35,460.0109090909091,281.17645,2026,ph
2,36,536.48,367.58627,2026,ph
2,37,556.3612121212122,399.26115999999996,2026,ph
2,38,573.3600000000001,428.3895,2026,ph
2,39,590.8303030303032,446.17626,2026,ph
2,40,571.8290909090911,443.4912,2026,ph
2,41,541.7696969696971,430.24721999999997,2026,ph
2,42,566.1818181818182,449.16102,2026,ph
2,43,578.7115151515152,441.0384,2026,ph
2,44,620.5939393939394,492.23304,2026,ph
2,45,614.0642424242424,484.06091999999995,2026,ph
2,46,621.4169696969695,507.8268,2026,ph
2,47,571.1818181818181,455.07777,2026,ph
2,48,621.5927272727272,500.92416,2026,ph
2,49,607.4157575757575,498.68829999999997,2026,ph
2,50,604.1212121212121,498.23774000000003,2026,ph
2,51,594.0618181818182,493.6526,2026,ph
2,52,698.7672727272728,594.92076,2026,ph
2,53,695.9430303030304,600.1614,2026,ph
2,54,752.6484848484849,659.5498699999999,2026,ph
2,55,757.8242424242425,682.72032,2026,ph
2,56,730.0,654.1216800000001,2026,ph
2,57,714.0,633.1366,2026,ph
2,58,752.0,669.1825699999999,2026,ph
2,59,647.0,572.75244,2026,ph
2,60,570.0,495.921,2026,ph
2,61,581.0,495.47679999999997,2026,ph
2,62,509.0,429.02234,2026,ph
2,63,486.0,409.39907999999997,2026,ph
2,64,428.0,368.88552,2026,ph
2,65,441.0,363.19599999999997,2026,ph
2,66,413.0,336.30779,2026,ph
2,67,383.0,306.85617,2026,ph
2,68,424.0,311.08068,2026,ph
2,69,406.0,266.78619,2026,ph
2,70,331.0,192.52016,2026,ph
2,71,379.0,158.944,2026,ph
2,72,433.0,162.3405,2026,ph
2,73,451.0,101.76258,2026,ph
2,74,520.0,76.57734,2026,ph
2,75,513.0,63.53534,2026,ph
2,76,429.0,33.0312,2026,ph
2,77,401.0,31.023989999999998,2026,ph
2,78,385.0,18.3975,2026,ph
2,79,314.0,13.30329,2026,ph
2,80,309.0,12.39628,2026,ph
1,29,136.16255506607928,2.13052,2026,pe
1,30,123.94792951541851,10.68,2026,pe
1,31,119.76907488986785,24.452180000000002,2026,pe
1,32,108.86393538913363,38.62452,2026,pe
1,33,119.04822320117476,66.111,2026,pe
1,34,119.95879588839941,77.67887,2026,pe
1,35,126.92302496328928,89.77215,2026,pe
1,36,126.57776798825256,92.05494,2026,pe
